구분,QA
데이터 다루기,"안녕하세요 질문드립니다!

stu01 = {
    'no': 1,
    'name': '홍길동',
    'score': [92, 96, 98]
    'mean': 95.3333333
}

print(f'학생 1의 평균 점수는 {stu01['mean']:.2f}입니다.')

위와 같이 딕셔너리를 만들고 mean에 대하여 소수점 둘째자리까지 출력하려고 하는데
위 print문과 같이 f-string을 이용해서 출력하면 안 되는 걸까요? 신택스 에러가 뜹니다. 감사합니다.안녕하세요 신상윤 에이블러님:)

소수점 출력에 관한 신택스 에러를 문의를 주셨습니다.

fstring을 이용해 딕셔너리를 불러올때는 딕셔너리를 가공해주셔야합니다.
만약 활용하신다면)

k = list(stu01.items())
print(f'학생 1의 평균 점수는 {k[3][1]:.2f}입니다.')

items 메소드를 이용해 딕셔너리의 key와 value를 리스트화 해주고
인덱싱으로 값을 넣는 코드 입니다.

추가적으로 score 뒤에 반점이 빠져있어서 추가해주시면 될 것 같습니다:)

문의주신 질문에 도움이 되었으면 좋겠습니다:)"
데이터 다루기,"안녕하세요, 관리자님 말씀해주신대로
파일에 checkpoint로 들어가서 확인했는데 오늘 아침 수업에  강사님과 함께 이라는 파일을 새로만들어  저장한 것만 남아있네요.....ㅎㅎ
저번주에도 분명히 저장을 했는데 뭐가 문제였던걸까요ㅠㅠ

주피터 랩에서 수시로 ctrl + S 눌러 저장하는데 왜 checkpoints 파일에 안남아있는지 알려주실 수 있을까요,,?  처음이라 모르는게 너무 많은 것 같습니다. 죄송합니다..안녕하세요 이다은 에이블러님:)

 공부하는데 고생하셨을 건데 안타깝네요 ... ㅠㅠ
아마 프롬프트가 꺼져 있었는지 임시저장이 안 되어있는 것 같습니다.

주피터에서 ctrl + s를 하면 저장 및 체크포인트 파일이 생성이 됩니다.

ctrl + s 및 파일모양의 저장 버튼도 눌러주시고 쉬는 시간마다 잘 저장이 되어있는지 확인하는 것이
가장 좋은 방법이기는 합니다. 그리고 프롬프트 화면을 절대로 끄시면 안됩니다 !!! 

문의주신 질문에 도움이 되었으면 좋겠습니다:)"
데이터 다루기,"[문3] score1, score2, score3 점수에 대하여 다음 조건이 처리되도록 조건문을 완성하세요.

하나라도 60점 이하거나 점수의 평균이 70점 이하이면 Fail
그렇지 않은 경우에는 Pass

# 변수 선언
score1 = 60
score2 = 100
score3 = 76

# 조건 처리
if (score1 & score2 & score3) &lt;= 60:
    result = 'Fail'
elif (score1 + score2 + score3) / 3 &lt;= 70:
    result = 'Fail'
else:
    result = 'Pass'

result

결과는 맞게 나오는데 이렇게 코드를 짜도 되는건지 궁금해서 문의드립니다.!안녕하세요 한희선 에이블러님.

보내주신 코드에 다른 부분들은 잘 작성하셨으나 
if (score1 & score2 & score3) <= 60:
이 부분은 문제가 발생할 수 있습니다.

파이썬에서 &는 비트연산자입니다.
둘다 1이면 1, 아니면 0을 반환하는 것입니다.

에이블러님께선 해당 부분을
score1과 score2와 score3 모두 60보다 작거나 같으면 이라고 생각하고 적으신 것 같습니다.
하지만 실제로는
score1, score2, score3를 비트연산한 후 결과가 60보다 작거나 같으면
이라는 뜻입니다.

print(score1 & score2 & score3) 를 실행해보시면
0이라는 값이 출력됩니다.
때문에 60보다 작은 값이기 때문에 Fail이 출력되는 것입니다.

score1에 60이 아닌 63을 넣어도 Fail이 출력되는 것을 보면
우연히 결과가 맞게 나오는 것이지 결국 맞는 코드는 아닌것입니다.

따라서 해당 부분은
if score1 <= 60:
    print('Fail')
elif score2 <= 60:
    print('Fail')
elif score3 <= 60:
    print('Fail')
이렇게 하나씩 60보다 작거나 같은지 비교하는 것으로 고쳐야 오류를 없앨 수 있습니다.

강사님께서 비트연산에 대한 수업은 따로 없으셨던 것으로 기억하는데,
비트연산에 대해 자세히 알고 싶으시다면
https://dojang.io/mod/page/view.php?id=2460
아래의 사이트를 참고하시면 좋을 것 같습니다.

감사합니다."
데이터 다루기,"방금 문제 3에서
if score1 | score2 | score3 &lt;= 60:
       result = ""fail""
로할경우 결과가 반대로나오는데 |가 or의 이미가 아닌가요?안녕하세요 고선기 에이블러님.

파이프( | ) 기호는 bit or 연산을 의미합니다.
논리 OR 의 경우 or 을 사용하고, AND의 경우 and를 사용해야합니다.

bit or의 경우

1 | 1 = 1
1 | 0 = 1
0 | 1 = 1
0 | 0 = 0

의 값을 가집니다. (1은 True, 0은 False)

if score1 | score2 | score3 <= 60:
       result = ""fail""

위 경우를 해석하자면,
score1과 score2와 score3을 전체 bit or 연산을 진행해서, 이가 <=60 이면 result fail을 반환해라 라는 의미입니다.
bit or( | ) 연산의 경우 정확하진 않으나 우리가 일반적으로 사용하는 더하기 와 비슷한 결과가 나온다고 해석하시면 좋고, bit and( & ) 연산의 경우 우리가 일반적으로 사용하는 곱하기와 비슷한 결과가 나온다고 생각하시면 좋습니다.

따라서
score1과 score2와 score3을 전체를 더해서 이가 <= 60 이면 result fail을 반환해라 라는 의미가 됩니다.

score1 = 60
score2 = 100
score3 = 76
result = ""pass""
if ((score1 <= 60) or (score2 <= 60) or (score3 <= 60)):
       result = ""fail""

print(result)

해당 부분을 논리 OR 연산으로 해결하고자 한다면
위처럼 될 것 같고
해석하자면
""score1, score2, score3 3개가 하나라도 60보다 작다면 result에 fail을 담는다.""라고 해석할 수 있습니다.

하나의 팁을 드리자면
True는 1, False는 0으로 간주되기에 bit or 연산으로도 충분히 and, or을 표현할 수 있습니다.
문제 4번과 직접적인 연관이 있기에 이는 현재로서 함구 함을 양해부탁드립니다.^^

+
bit or 연산은 2진수의 or 연산을 의미합니다.


감사합니다.
"
데이터 다루기,"안녕하세요!

-------------
[문1] 다음 셀을 코드를 수정해 1부터 10까지 짝수의 합을 구해 보세요.

# 1부터 10까지 짝수의 합

s = 0
for i in range(1, 11):
    if i % 2 == 0:
        s = s + i
print('합 =', s)
----------------------------

여기서 s를 0으로 지정하고 시작하는 이유가 무엇인지 궁금합니다.안녕하세요 임영현 에이블러님.

if문 아래에 s = s + i 때문에 그렇습니다.
이 for문이 최초로 시작할 때를 보시면
s에 아무런 값도 들어있지 않기에 연산이 실패합니다.

그렇기 때문에 s를 0으로 초기화 하여 진행하는 것 입니다.

또한 많고 많은 수 중에 0으로 콕 집어서 지정하는 이유는
이도 최초 실행과 연관이 있습니다.

s = s + i 에서
 산술연산(+)이 대입연산(=)보다 먼저 실행 됩니다.
따라서
s + i 부터 진행하고, 
s = 가 실행되는 것이지요.

이 때 최초 실행 했을 때는 총 합에 아무런 값이 들어있으면 안되니 0을 대입하고 시작하는 것 입니다.
이제 맨위 s 초기화 부분에 3을 넣고 시작한다면
1~10까지 짝수의 합은 30이 나와야 하는데, 33이 나오는 결과를 볼 수 있습니다.
따라서 s = 0으로 초기화 합니다.

감사합니다."
데이터 다루기,"## 한 줄로 처리 가능한 이유가 공통된 부분이 있어서 (ex. 길동아 밥먹어라, 일지매야 밥먹어라 등등 이런 식일 때 '|'쓸 수 있는 거죠?? 
# for문은 셀 수 있는 경우에만 가능한 건가요...?답변 내용이 길어져 잘릴 수도 있어 첨부파일로도 첨부합니다. 혹시 내용이 잘린다면 파일을 확인해주세요.

안녕하세요 박지현 에이블러님
첫번째 질문에 대해서 답변드리겠습니다.
'|' 같은 경우에는 or 연산자입니다. 또는 이라는 의미를 가지고 있습니다.
조건문의 경우 if 논리식: 의 형태로 이루어집니다.
이 논리식에 score<=60이 들어갈 수도 있는 것이고, (score1<=60 | score2<=60)이런식으로도 들어갈 수 있는 것이죠.
이 논리식이 결과적으로 참이냐 거짓이냐에 따라 조건문이 작동하게 됩니다.
이 or 연산자의 경우 해당 논리식을 구성할 때 사용됩니다. or연산자로 묶인 논리식 중 하나라도 참이라면 해당 조건문을 참으로 인식하기 위해 사용됩니다.
이는 공통된 부분이 없어도, 서로 관련 없는 논리식의 연계에서도 사용될 수 있습니다.
예를 들어, 나이가 30살 이상 또는 시험점수가 70점이상일 경우 pass라고 하면
if (age>=30 | score>=70) 으로 표현할 수 있는 것이죠.
이와 비슷한 연산자로는 and가 있으며 이는 &로 표현할 수 있습니다.
또한 파이썬에서는 and 와 or 명시를 허용하니 
score<=60 | score2<=60을 score<=60 or score2<=60로 코드를 작성할 수도 있습니다.
두번째 질문에 답변드리겠습니다.
for문의 경우 셀 수 없더라도 사용가능합니다. 리스트를 받는식으로요.
예를 들면, list_a = ['홍길동', '일지매']라고 한다면
for i in list_a를 통해 홍길동과 일지매를 순차적으로 받을 수 있습니다.
다음처럼 for문은  range함수를 이용해 숫자를 순차적으로 받을 수 있지만, 리스트 또한 순차적으로 받을 수 있습니다.
답변에 궁금하신 점이 있으시다면 다시 한번 질문주세요.
감사합니다.
"
데이터 다루기,"1. 비트연산이 무엇인지 궁금합니다!

2. or로 입력하였을땐 논리연산으로 계산되어서 정상적으로 계산되었고, |로 입력하였을땐 비트연산으로 계산되어서 score1, score2, score3이 다 더해져서 계산이 되었다는 말씀이시죠?안녕하세요 고선기 에이블러님.

답변이 길어져서 파일로 첨부드립니다.

감사합니다.
"
데이터 다루기,"강의 도중 루프를 돌린다는 말이 많이 나오는데,
파이썬에서 루프를 돌린다는건 어떤 뜻인가요?안녕하세요. 장민정 에이블러님

금일 교육 받으신 파이썬 제어문 중 반복문에 해당되는 내용이며, 루프의 정의는 아래와 같습니다. 
루프(loop)란 특정 횟수나 조건이 만족했을 때 까지 계속해서 반복되는 코드 블럭이며, 파이썬에 두가지 종료의 루프가 존재하며, while, for 루프입니다. 

- While 반복문(While Loop)
: while 반복문은 조건이 참(true)일 동안 코드의 섹션을 계속해서 반복한다.
- for 반복문(for Loop)
: for 반복문은 아이템의 집합의 각 항목에 대해 코드 섹션을 한 번씩 실행한다. 반복문 안의 코드가 반복되는 횟수는 아이템의 수의 따라 결정된다.

감사합니다."
데이터 다루기,"안녕하세요 
교육 도중 AIFB자격증을 응시 하는걸로 알고 있는데요 
복습 이후 시간이 남아 미리 자격증 공부를 하고 싶은데 따로 할 수 있는 방법이 있을까요??안녕하세요! 이주형 에이블러님,

벌써 자격증 공부까지 하시려고 하다니 멋지시네요.
다만 '이론/실습 해결요청' 1:1 문의는 수업 중 발생하는 질문이나 실습 오류 해결이 필요할 때 사용하는 채널이며 해당 과목의 강사와 튜터가 답변드립니다.

현재 문의하신 내용은 
반별 에이블 매니저에게 문의해주시기 바랍니다!

감사합니다.
"
데이터 다루기,"실습04-딕셔너리
실습 #2
3. 딕셔너리 dict_a = {'v1': 32, 'l1': [1, 2, 3], 'd1': {'a': 1, 'b': 2}}일 때

dict_a의 값을 변수 i1, i2, i3에 하나씩 할당하고
i2, i3의 값을 하나의 print()로 출력하세요.
i2의 마지막 값을 출력하세요.
i3의 'b' 값을 출력하세요.

dict_a = {'v1': 32, 'l1': [1, 2, 3], 'd1': {'a': 1, 'b': 2}}
i1, i2, i3 = dict_a['v1'], dict_a['l1'], dict_a['d1']
print(i2, i3)
print(i2[2])
print(i3['b'])

# 결과
[1, 2, 3] {'a': 1, 'b': 2}
3
2

결과가 이렇게 나오는게 맞는지 궁금해서 문의드립니다.!안녕하세요 한희선 에이블러님:)

실습 딕셔너리 파트를 잘 수행해 주셨군요!!
정말 잘 풀이 하셨네요 :)

dict_a를 key를 이용해서 value를 각변수에 잘 할당 하셨고 
i2 리스트 같은 경우는 인덱싱을 잘 사용해주셨고
i3 딕셔너리 같은 경우는 'b'를 key 값으로 조회를 잘해주셨습니다.

실습풀이 하시느라 고생많으셨습니다 :)
문의하신 질문에 도움이 되었으면 좋겠습니다 "
데이터 다루기,"안녕하세요 매니저님, 남정현입니다.

공부하던 중 코딩에 관해 여쭙고 싶은 사항이 생겨 연락 드립니다.

for문 예문 중에,

# 1부터 10까지 짝수의 합
s = 0
for i in range(1, 11):
    if i % 2 ==0:
        s = s + i
print('합 =', s)

라는 것이 있었습니다.

이 때, s = 0으로 변수를 선언했다고 생각되어 집니다만,
왜 s를 0으로 선언했는지 궁금합니다. 다른 변수로 선언할 수는 없나요?

확인해주시면 감사하겠습니다.안녕하세요 남정현 에이블러님.

에이블러님께서 올리신 질문에 대해서
'왜 s를 0으로 선언헀는지'
'왜 변수 이름이 s인지'
두 가지로 설명드리겠습니다.

일단 첫번째 '왜 s를 0으로 선언했는지'에 대해서는,
위 예문은 1부터 10까지 짝수의 합을 구하는 것입니다.
그러기 위해선 총 합을 저장 할 수 있는 변수가 필요합니다.
그것을 s로 선언하였고, 총 합을 저장할 변수인데
처음엔 아무것도 더해지지 않았기 때문에 0으로 선언한 것입니다.

두번째로 '왜 변수 이름이 s인지'에 대해서는,
변수의 이름은 사실 아무 의미 없습니다.
a, b, c, d...와 같은 단순 알파벳이나  sum, result, total...과 단어들 등등 이름만 붙여주면 끝입니다.
(강의 첫날 배웠던 keyword나 함수, 메소드 이름 등을 피해서...)
하지만 코드의 가독성이나 다른 사람들과 공유할 때의 편의성을 위해
보통은 의미가 통하는 이름으로 변수를 선언하게 됩니다.
위 예문의 경우엔 총 합을 의미하는 sum이나 total, 결과를 의미하는 result등
다른 변수로 선언할 수도 있습니다.

감사합니다."
